Index,Order ID,Cust ID,Gender,Age,Age Group,Date,Month,Status,Channel,SKU,Category,Size,Qty,Currency,Amount,ship-city,ship-state,ship-postal-code,ship-country,B2B
2132,ORD02132,CUST02132,Male,22,18-25,2024-10-26,October,Returned,App,SKU2132,Electronics,XL,2,INR,557,Jaipur,Rajasthan,152388,India,No
2133,ORD02133,CUST02133,Male,54,50+,2024-06-01,June,Delivered,App,SKU2133,Home,L,5,INR,4269,Bhopal,Madhya Pradesh,460238,India,Yes
2134,ORD02134,CUST02134,Male,53,50+,2024-10-05,October,Shipped,Retail,SKU2134,Electronics,S,4,INR,1081,Mumbai,Madhya Pradesh,226260,India,No
2135,ORD02135,CUST02135,Female,41,36-50,2024-12-13,December,Delivered,Retail,SKU2135,Electronics,XL,2,INR,948,Indore,Delhi,443267,India,Yes
2136,ORD02136,CUST02136,Female,51,50+,2024-09-26,September,Returned,Retail,SKU2136,Clothing,L,2,INR,2283,Delhi,Maharashtra,265552,India,Yes
2137,ORD02137,CUST02137,Male,26,26-35,2024-09-15,September,Cancelled,Online,SKU2137,Home,S,2,INR,3404,Jaipur,Madhya Pradesh,706464,India,Yes
2138,ORD02138,CUST02138,Male,34,26-35,2024-02-03,February,Shipped,Online,SKU2138,Beauty,XL,2,INR,657,Delhi,Rajasthan,107504,India,Yes
2139,ORD02139,CUST02139,Female,46,36-50,2024-11-03,November,Delivered,Online,SKU2139,Clothing,XL,3,INR,1579,Delhi,Madhya Pradesh,748603,India,No
2140,ORD02140,CUST02140,Female,50,36-50,2024-07-25,July,Cancelled,Retail,SKU2140,Beauty,M,1,INR,3624,Mumbai,Madhya Pradesh,449459,India,Yes
2141,ORD02141,CUST02141,Female,18,18-25,2024-01-14,January,Shipped,App,SKU2141,Beauty,S,2,INR,2641,Jaipur,Delhi,159919,India,Yes
2142,ORD02142,CUST02142,Female,20,18-25,2024-10-04,October,Cancelled,Retail,SKU2142,Home,L,5,INR,1445,Mumbai,Madhya Pradesh,198293,India,Yes
2143,ORD02143,CUST02143,Female,48,36-50,2024-12-20,December,Returned,App,SKU2143,Electronics,XL,1,INR,3699,Delhi,Maharashtra,302156,India,Yes
2144,ORD02144,CUST02144,Female,29,26-35,2024-03-19,March,Returned,App,SKU2144,Clothing,L,2,INR,592,Bhopal,Madhya Pradesh,507320,India,No
2145,ORD02145,CUST02145,Female,28,26-35,2024-03-23,March,Returned,App,SKU2145,Electronics,M,2,INR,2516,Mumbai,Madhya Pradesh,373653,India,Yes
2146,ORD02146,CUST02146,Female,59,50+,2024-05-23,May,Delivered,Online,SKU2146,Electronics,S,1,INR,2180,Indore,Madhya Pradesh,407553,India,Yes
2147,ORD02147,CUST02147,Female,60,50+,2024-02-25,February,Returned,App,SKU2147,Home,M,1,INR,1508,Delhi,Madhya Pradesh,870817,India,Yes
2148,ORD02148,CUST02148,Female,44,36-50,2024-09-07,September,Cancelled,App,SKU2148,Home,S,3,INR,2718,Bhopal,Madhya Pradesh,707285,India,Yes
2149,ORD02149,CUST02149,Female,39,36-50,2024-08-13,August,Cancelled,App,SKU2149,Beauty,XL,1,INR,4770,Delhi,Delhi,397329,India,Yes
2150,ORD02150,CUST02150,Male,53,50+,2024-01-24,January,Shipped,Retail,SKU2150,Beauty,S,1,INR,2573,Mumbai,Madhya Pradesh,195958,India,Yes
2151,ORD02151,CUST02151,Male,20,18-25,2024-12-13,December,Shipped,App,SKU2151,Home,M,5,INR,1257,Mumbai,Rajasthan,167813,India,Yes
2152,ORD02152,CUST02152,Female,33,26-35,2024-05-06,May,Cancelled,App,SKU2152,Home,M,2,INR,3376,Bhopal,Maharashtra,545840,India,No
2153,ORD02153,CUST02153,Male,19,18-25,2024-01-28,January,Shipped,App,SKU2153,Clothing,M,1,INR,930,Bhopal,Delhi,596926,India,No
2154,ORD02154,CUST02154,Male,20,18-25,2024-12-27,December,Delivered,App,SKU2154,Clothing,M,3,INR,3691,Jaipur,Madhya Pradesh,579777,India,Yes
2155,ORD02155,CUST02155,Female,47,36-50,2024-07-17,July,Returned,App,SKU2155,Beauty,XL,2,INR,3467,Delhi,Maharashtra,188414,India,Yes
2156,ORD02156,CUST02156,Female,50,36-50,2024-02-18,February,Delivered,Online,SKU2156,Clothing,XL,1,INR,2712,Indore,Maharashtra,107526,India,Yes
2157,ORD02157,CUST02157,Female,50,36-50,2024-03-10,March,Returned,Retail,SKU2157,Beauty,S,3,INR,837,Bhopal,Delhi,253460,India,No
2158,ORD02158,CUST02158,Female,50,36-50,2024-11-29,November,Shipped,Online,SKU2158,Clothing,XL,1,INR,1035,Jaipur,Rajasthan,893985,India,Yes
2159,ORD02159,CUST02159,Male,45,36-50,2024-07-17,July,Shipped,App,SKU2159,Electronics,M,4,INR,3364,Mumbai,Maharashtra,805635,India,No
2160,ORD02160,CUST02160,Male,38,36-50,2024-03-29,March,Returned,Online,SKU2160,Clothing,XL,5,INR,886,Bhopal,Madhya Pradesh,315098,India,No
2161,ORD02161,CUST02161,Male,25,18-25,2024-09-19,September,Shipped,Online,SKU2161,Home,M,1,INR,4886,Bhopal,Rajasthan,876143,India,Yes
2162,ORD02162,CUST02162,Female,28,26-35,2024-02-14,February,Shipped,Online,SKU2162,Home,M,3,INR,1298,Jaipur,Maharashtra,465331,India,Yes
2163,ORD02163,CUST02163,Male,25,18-25,2024-03-07,March,Delivered,App,SKU2163,Beauty,S,1,INR,1020,Bhopal,Madhya Pradesh,813721,India,Yes
2164,ORD02164,CUST02164,Male,39,36-50,2024-02-04,February,Cancelled,Online,SKU2164,Electronics,L,3,INR,896,Jaipur,Delhi,855417,India,Yes
2165,ORD02165,CUST02165,Female,58,50+,2024-04-08,April,Delivered,Retail,SKU2165,Beauty,L,2,INR,3571,Mumbai,Maharashtra,695380,India,Yes
2166,ORD02166,CUST02166,Male,45,36-50,2024-03-13,March,Cancelled,Online,SKU2166,Home,L,4,INR,1383,Indore,Madhya Pradesh,515805,India,Yes
2167,ORD02167,CUST02167,Male,28,26-35,2024-12-18,December,Cancelled,App,SKU2167,Home,M,3,INR,3069,Mumbai,Maharashtra,701246,India,No
2168,ORD02168,CUST02168,Male,57,50+,2024-11-18,November,Returned,Retail,SKU2168,Beauty,S,2,INR,2780,Mumbai,Maharashtra,163498,India,No
2169,ORD02169,CUST02169,Female,55,50+,2024-04-22,April,Cancelled,App,SKU2169,Beauty,L,1,INR,3854,Bhopal,Madhya Pradesh,694953,India,No
2170,ORD02170,CUST02170,Male,57,50+,2024-08-08,August,Shipped,Retail,SKU2170,Beauty,L,3,INR,3739,Delhi,Delhi,142276,India,No
2171,ORD02171,CUST02171,Male,19,18-25,2024-02-13,February,Cancelled,App,SKU2171,Clothing,XL,2,INR,3938,Indore,Rajasthan,967234,India,No
2172,ORD02172,CUST02172,Male,55,50+,2024-06-23,June,Cancelled,Retail,SKU2172,Electronics,L,1,INR,3981,Mumbai,Rajasthan,627287,India,Yes
2173,ORD02173,CUST02173,Female,58,50+,2024-12-18,December,Shipped,Online,SKU2173,Beauty,M,1,INR,3159,Indore,Delhi,482692,India,No
2174,ORD02174,CUST02174,Female,18,18-25,2024-03-21,March,Delivered,App,SKU2174,Beauty,XL,2,INR,2680,Delhi,Maharashtra,986002,India,No
2175,ORD02175,CUST02175,Male,58,50+,2024-01-06,January,Shipped,Online,SKU2175,Home,S,4,INR,2680,Jaipur,Maharashtra,935796,India,Yes
2176,ORD02176,CUST02176,Male,29,26-35,2024-10-27,October,Returned,Online,SKU2176,Electronics,L,2,INR,1800,Indore,Madhya Pradesh,381332,India,Yes
2177,ORD02177,CUST02177,Male,42,36-50,2024-12-18,December,Delivered,Online,SKU2177,Beauty,S,5,INR,3994,Bhopal,Maharashtra,213876,India,Yes
2178,ORD02178,CUST02178,Male,35,26-35,2024-08-06,August,Shipped,Online,SKU2178,Electronics,S,1,INR,3787,Indore,Madhya Pradesh,929426,India,No
2179,ORD02179,CUST02179,Female,18,18-25,2024-04-15,April,Cancelled,Online,SKU2179,Clothing,L,1,INR,2713,Mumbai,Delhi,751031,India,No
2180,ORD02180,CUST02180,Female,19,18-25,2024-05-31,May,Cancelled,Retail,SKU2180,Beauty,L,3,INR,1426,Jaipur,Rajasthan,897429,India,Yes
2181,ORD02181,CUST02181,Female,55,50+,2024-01-30,January,Returned,Online,SKU2181,Beauty,M,4,INR,1417,Mumbai,Rajasthan,119249,India,No
2182,ORD02182,CUST02182,Female,55,50+,2024-01-28,January,Cancelled,App,SKU2182,Clothing,L,5,INR,2875,Mumbai,Rajasthan,473153,India,No
2183,ORD02183,CUST02183,Male,25,18-25,2024-03-21,March,Shipped,App,SKU2183,Beauty,S,4,INR,4502,Jaipur,Rajasthan,812161,India,Yes
2184,ORD02184,CUST02184,Female,53,50+,2024-02-02,February,Returned,Online,SKU2184,Home,M,5,INR,1462,Jaipur,Maharashtra,355057,India,No
2185,ORD02185,CUST02185,Female,20,18-25,2024-08-03,August,Returned,Online,SKU2185,Home,XL,2,INR,4755,Bhopal,Madhya Pradesh,296871,India,No
2186,ORD02186,CUST02186,Female,38,36-50,2024-07-25,July,Delivered,Online,SKU2186,Home,M,5,INR,4073,Indore,Maharashtra,642813,India,No
2187,ORD02187,CUST02187,Female,34,26-35,2024-10-01,October,Returned,App,SKU2187,Beauty,S,2,INR,4198,Delhi,Delhi,786095,India,Yes
2188,ORD02188,CUST02188,Male,18,18-25,2024-10-25,October,Delivered,Online,SKU2188,Electronics,S,4,INR,4073,Indore,Maharashtra,182478,India,No
2189,ORD02189,CUST02189,Female,21,18-25,2024-09-28,September,Cancelled,App,SKU2189,Home,L,5,INR,245,Indore,Rajasthan,854460,India,Yes
2190,ORD02190,CUST02190,Male,58,50+,2024-06-08,June,Returned,Retail,SKU2190,Beauty,XL,1,INR,825,Indore,Maharashtra,221066,India,Yes
2191,ORD02191,CUST02191,Female,47,36-50,2024-11-29,November,Returned,Online,SKU2191,Home,S,5,INR,4760,Indore,Maharashtra,735013,India,Yes
2192,ORD02192,CUST02192,Male,55,50+,2024-06-18,June,Delivered,App,SKU2192,Beauty,L,4,INR,1754,Mumbai,Maharashtra,839879,India,No
2193,ORD02193,CUST02193,Male,41,36-50,2024-03-10,March,Shipped,Online,SKU2193,Beauty,M,4,INR,641,Delhi,Maharashtra,782852,India,No
2194,ORD02194,CUST02194,Male,32,26-35,2024-10-20,October,Delivered,App,SKU2194,Electronics,M,2,INR,157,Mumbai,Madhya Pradesh,902897,India,No
2195,ORD02195,CUST02195,Female,23,18-25,2024-10-31,October,Delivered,Retail,SKU2195,Beauty,M,3,INR,4714,Mumbai,Maharashtra,503227,India,No
2196,ORD02196,CUST02196,Female,18,18-25,2024-01-06,January,Delivered,Online,SKU2196,Beauty,XL,3,INR,3540,Mumbai,Maharashtra,627021,India,Yes
2197,ORD02197,CUST02197,Female,18,18-25,2024-09-28,September,Cancelled,Retail,SKU2197,Home,L,2,INR,1860,Bhopal,Madhya Pradesh,543541,India,No
2198,ORD02198,CUST02198,Female,24,18-25,2024-07-14,July,Delivered,App,SKU2198,Clothing,L,1,INR,3746,Mumbai,Delhi,801702,India,Yes
2199,ORD02199,CUST02199,Male,59,50+,2024-02-06,February,Shipped,Online,SKU2199,Home,M,5,INR,3546,Mumbai,Rajasthan,291802,India,No
2200,ORD02200,CUST02200,Female,44,36-50,2024-10-15,October,Delivered,Online,SKU2200,Clothing,L,2,INR,4041,Bhopal,Delhi,997194,India,Yes
2201,ORD02201,CUST02201,Female,25,18-25,2024-12-30,December,Delivered,App,SKU2201,Clothing,XL,2,INR,1658,Mumbai,Rajasthan,521172,India,Yes
2202,ORD02202,CUST02202,Male,53,50+,2024-12-09,December,Shipped,App,SKU2202,Beauty,L,3,INR,4303,Jaipur,Madhya Pradesh,614966,India,No
2203,ORD02203,CUST02203,Female,31,26-35,2024-07-15,July,Returned,App,SKU2203,Beauty,S,5,INR,3011,Jaipur,Maharashtra,725084,India,No
2204,ORD02204,CUST02204,Male,28,26-35,2024-04-30,April,Delivered,Retail,SKU2204,Home,L,5,INR,4606,Mumbai,Delhi,994035,India,Yes
2205,ORD02205,CUST02205,Male,60,50+,2024-12-10,December,Delivered,Online,SKU2205,Beauty,M,4,INR,2975,Jaipur,Maharashtra,871383,India,No
2206,ORD02206,CUST02206,Male,36,36-50,2024-11-04,November,Shipped,Retail,SKU2206,Beauty,M,4,INR,1184,Jaipur,Madhya Pradesh,392968,India,No
2207,ORD02207,CUST02207,Male,30,26-35,2024-02-08,February,Returned,App,SKU2207,Beauty,XL,4,INR,4955,Bhopal,Rajasthan,706275,India,Yes
2208,ORD02208,CUST02208,Female,60,50+,2024-07-07,July,Cancelled,Retail,SKU2208,Beauty,XL,4,INR,2706,Delhi,Maharashtra,721037,India,Yes
2209,ORD02209,CUST02209,Female,58,50+,2024-05-09,May,Cancelled,App,SKU2209,Beauty,M,3,INR,1965,Jaipur,Delhi,586537,India,No
2210,ORD02210,CUST02210,Male,33,26-35,2024-08-22,August,Shipped,Retail,SKU2210,Home,L,1,INR,2060,Delhi,Delhi,696248,India,Yes
2211,ORD02211,CUST02211,Male,48,36-50,2024-09-20,September,Shipped,Retail,SKU2211,Electronics,XL,1,INR,4856,Indore,Madhya Pradesh,930512,India,No
2212,ORD02212,CUST02212,Male,18,18-25,2024-10-18,October,Cancelled,Retail,SKU2212,Home,S,4,INR,642,Jaipur,Delhi,910094,India,No
2213,ORD02213,CUST02213,Female,49,36-50,2024-01-08,January,Cancelled,App,SKU2213,Home,XL,4,INR,4369,Jaipur,Madhya Pradesh,634006,India,No
2214,ORD02214,CUST02214,Female,60,50+,2024-10-16,October,Cancelled,App,SKU2214,Clothing,XL,2,INR,2439,Indore,Maharashtra,920660,India,Yes
2215,ORD02215,CUST02215,Female,29,26-35,2024-08-23,August,Cancelled,Retail,SKU2215,Home,L,3,INR,2745,Jaipur,Madhya Pradesh,681088,India,Yes
2216,ORD02216,CUST02216,Female,37,36-50,2024-09-06,September,Returned,Retail,SKU2216,Electronics,M,1,INR,3121,Mumbai,Maharashtra,867160,India,No
2217,ORD02217,CUST02217,Female,52,50+,2024-05-09,May,Cancelled,App,SKU2217,Beauty,S,3,INR,3117,Delhi,Maharashtra,119227,India,No
2218,ORD02218,CUST02218,Female,28,26-35,2024-09-04,September,Returned,Retail,SKU2218,Beauty,L,3,INR,3940,Bhopal,Delhi,628718,India,No
2219,ORD02219,CUST02219,Male,38,36-50,2024-05-31,May,Delivered,Retail,SKU2219,Home,L,2,INR,810,Jaipur,Maharashtra,415487,India,Yes
2220,ORD02220,CUST02220,Female,19,18-25,2024-07-18,July,Shipped,Retail,SKU2220,Electronics,S,1,INR,2071,Bhopal,Maharashtra,399845,India,No
2221,ORD02221,CUST02221,Male,48,36-50,2024-09-27,September,Shipped,Retail,SKU2221,Clothing,M,3,INR,4188,Bhopal,Delhi,991867,India,Yes
2222,ORD02222,CUST02222,Male,24,18-25,2024-05-02,May,Delivered,Retail,SKU2222,Electronics,M,2,INR,261,Jaipur,Madhya Pradesh,825887,India,Yes
2223,ORD02223,CUST02223,Male,33,26-35,2024-05-02,May,Delivered,App,SKU2223,Electronics,S,2,INR,1548,Indore,Rajasthan,529379,India,Yes
2224,ORD02224,CUST02224,Female,54,50+,2024-02-06,February,Cancelled,Online,SKU2224,Electronics,M,1,INR,4525,Jaipur,Rajasthan,317549,India,No
2225,ORD02225,CUST02225,Male,48,36-50,2024-02-05,February,Delivered,App,SKU2225,Beauty,M,2,INR,2495,Bhopal,Delhi,971185,India,No
2226,ORD02226,CUST02226,Male,58,50+,2024-07-14,July,Delivered,App,SKU2226,Beauty,M,1,INR,1893,Indore,Delhi,846336,India,Yes
2227,ORD02227,CUST02227,Female,42,36-50,2024-05-14,May,Returned,App,SKU2227,Clothing,M,4,INR,3346,Indore,Maharashtra,775397,India,Yes
2228,ORD02228,CUST02228,Male,57,50+,2024-03-29,March,Returned,App,SKU2228,Clothing,M,2,INR,3110,Jaipur,Delhi,420513,India,Yes
2229,ORD02229,CUST02229,Male,59,50+,2024-05-07,May,Cancelled,Retail,SKU2229,Clothing,XL,1,INR,2492,Indore,Rajasthan,589548,India,Yes
2230,ORD02230,CUST02230,Female,48,36-50,2024-04-12,April,Returned,Online,SKU2230,Clothing,S,5,INR,3234,Indore,Madhya Pradesh,953887,India,No
2231,ORD02231,CUST02231,Female,58,50+,2024-10-30,October,Delivered,App,SKU2231,Electronics,M,4,INR,1248,Indore,Maharashtra,649303,India,Yes
2232,ORD02232,CUST02232,Female,41,36-50,2024-06-08,June,Delivered,App,SKU2232,Beauty,M,3,INR,2504,Mumbai,Delhi,913079,India,No
2233,ORD02233,CUST02233,Female,45,36-50,2024-07-26,July,Delivered,App,SKU2233,Beauty,S,1,INR,209,Mumbai,Madhya Pradesh,734522,India,Yes
2234,ORD02234,CUST02234,Male,29,26-35,2024-10-28,October,Delivered,Online,SKU2234,Beauty,M,1,INR,839,Jaipur,Delhi,135755,India,Yes
2235,ORD02235,CUST02235,Female,21,18-25,2024-05-22,May,Delivered,Retail,SKU2235,Beauty,XL,5,INR,2744,Indore,Delhi,681448,India,Yes
2236,ORD02236,CUST02236,Female,46,36-50,2024-01-22,January,Shipped,App,SKU2236,Beauty,M,1,INR,1883,Mumbai,Delhi,484550,India,Yes
2237,ORD02237,CUST02237,Female,33,26-35,2024-03-03,March,Cancelled,Retail,SKU2237,Clothing,S,3,INR,2799,Indore,Madhya Pradesh,654298,India,Yes
2238,ORD02238,CUST02238,Female,42,36-50,2024-07-18,July,Returned,Retail,SKU2238,Beauty,XL,1,INR,4057,Jaipur,Maharashtra,664619,India,No
2239,ORD02239,CUST02239,Male,22,18-25,2024-09-09,September,Cancelled,Online,SKU2239,Clothing,L,2,INR,966,Delhi,Delhi,636669,India,Yes
2240,ORD02240,CUST02240,Male,57,50+,2024-09-10,September,Cancelled,Retail,SKU2240,Home,XL,3,INR,2411,Jaipur,Delhi,314538,India,Yes
2241,ORD02241,CUST02241,Female,36,36-50,2024-06-03,June,Delivered,App,SKU2241,Home,L,4,INR,1799,Bhopal,Madhya Pradesh,647727,India,No
2242,ORD02242,CUST02242,Female,39,36-50,2024-10-23,October,Shipped,Retail,SKU2242,Home,S,4,INR,393,Indore,Delhi,736850,India,Yes
2243,ORD02243,CUST02243,Female,30,26-35,2024-10-08,October,Delivered,Online,SKU2243,Clothing,L,3,INR,3568,Jaipur,Maharashtra,308106,India,No
2244,ORD02244,CUST02244,Male,60,50+,2024-08-03,August,Shipped,Online,SKU2244,Home,L,4,INR,3137,Bhopal,Madhya Pradesh,801258,India,No
2245,ORD02245,CUST02245,Female,48,36-50,2024-08-05,August,Returned,Retail,SKU2245,Home,M,4,INR,4684,Jaipur,Maharashtra,274958,India,No
2246,ORD02246,CUST02246,Male,19,18-25,2024-01-24,January,Delivered,Online,SKU2246,Beauty,XL,5,INR,1461,Indore,Rajasthan,338427,India,Yes
2247,ORD02247,CUST02247,Female,48,36-50,2024-03-28,March,Delivered,Online,SKU2247,Clothing,XL,2,INR,3758,Jaipur,Delhi,961385,India,No
2248,ORD02248,CUST02248,Male,22,18-25,2024-07-20,July,Delivered,Online,SKU2248,Beauty,XL,5,INR,3869,Bhopal,Madhya Pradesh,751486,India,Yes
2249,ORD02249,CUST02249,Female,52,50+,2024-11-27,November,Returned,App,SKU2249,Clothing,XL,1,INR,1214,Bhopal,Maharashtra,530691,India,No
2250,ORD02250,CUST02250,Male,32,26-35,2024-05-31,May,Shipped,Retail,SKU2250,Clothing,S,3,INR,812,Mumbai,Delhi,194807,India,No
2251,ORD02251,CUST02251,Female,50,36-50,2024-01-27,January,Returned,Retail,SKU2251,Beauty,S,4,INR,4930,Bhopal,Rajasthan,276404,India,Yes
2252,ORD02252,CUST02252,Female,32,26-35,2024-08-13,August,Cancelled,Online,SKU2252,Clothing,S,3,INR,2844,Delhi,Delhi,974805,India,Yes
2253,ORD02253,CUST02253,Male,52,50+,2024-07-17,July,Delivered,Online,SKU2253,Home,L,1,INR,2519,Indore,Delhi,391736,India,No
2254,ORD02254,CUST02254,Male,58,50+,2024-09-22,September,Cancelled,Retail,SKU2254,Clothing,M,5,INR,3694,Jaipur,Rajasthan,788106,India,Yes
2255,ORD02255,CUST02255,Female,36,36-50,2024-04-20,April,Shipped,Retail,SKU2255,Home,M,4,INR,775,Jaipur,Rajasthan,682922,India,No
2256,ORD02256,CUST02256,Male,44,36-50,2024-02-07,February,Shipped,Retail,SKU2256,Electronics,S,4,INR,2395,Mumbai,Rajasthan,493990,India,No
2257,ORD02257,CUST02257,Female,18,18-25,2024-03-03,March,Delivered,Online,SKU2257,Home,M,1,INR,627,Delhi,Maharashtra,145344,India,No
2258,ORD02258,CUST02258,Male,47,36-50,2024-09-06,September,Cancelled,Online,SKU2258,Clothing,M,3,INR,3589,Bhopal,Madhya Pradesh,929001,India,No
2259,ORD02259,CUST02259,Male,27,26-35,2024-07-09,July,Shipped,Online,SKU2259,Clothing,L,3,INR,2496,Indore,Maharashtra,761214,India,Yes
2260,ORD02260,CUST02260,Male,18,18-25,2024-12-26,December,Delivered,App,SKU2260,Home,S,1,INR,177,Indore,Madhya Pradesh,234966,India,Yes
2261,ORD02261,CUST02261,Female,23,18-25,2024-07-02,July,Delivered,App,SKU2261,Beauty,L,3,INR,2487,Delhi,Delhi,884312,India,No
2262,ORD02262,CUST02262,Female,33,26-35,2024-11-25,November,Shipped,App,SKU2262,Clothing,M,5,INR,539,Indore,Madhya Pradesh,351815,India,No
2263,ORD02263,CUST02263,Male,33,26-35,2024-04-13,April,Shipped,App,SKU2263,Electronics,M,3,INR,568,Bhopal,Rajasthan,590736,India,No
2264,ORD02264,CUST02264,Female,36,36-50,2024-04-26,April,Returned,App,SKU2264,Clothing,XL,4,INR,736,Indore,Rajasthan,956603,India,Yes
2265,ORD02265,CUST02265,Male,39,36-50,2024-01-24,January,Returned,Online,SKU2265,Beauty,XL,4,INR,2640,Delhi,Madhya Pradesh,373396,India,Yes
2266,ORD02266,CUST02266,Male,22,18-25,2024-09-26,September,Shipped,Retail,SKU2266,Home,XL,3,INR,3436,Bhopal,Maharashtra,964859,India,No
2267,ORD02267,CUST02267,Female,43,36-50,2024-01-20,January,Shipped,Online,SKU2267,Electronics,M,2,INR,1098,Delhi,Delhi,533538,India,Yes
2268,ORD02268,CUST02268,Female,27,26-35,2024-03-02,March,Delivered,Online,SKU2268,Beauty,XL,4,INR,4711,Delhi,Rajasthan,448870,India,No
2269,ORD02269,CUST02269,Female,40,36-50,2024-02-21,February,Cancelled,Online,SKU2269,Electronics,XL,3,INR,3726,Indore,Rajasthan,327680,India,Yes
2270,ORD02270,CUST02270,Male,30,26-35,2024-06-02,June,Delivered,Retail,SKU2270,Electronics,M,2,INR,3261,Delhi,Rajasthan,109991,India,Yes
2271,ORD02271,CUST02271,Female,45,36-50,2024-10-13,October,Cancelled,Online,SKU2271,Electronics,XL,5,INR,2881,Indore,Delhi,597185,India,No
2272,ORD02272,CUST02272,Female,44,36-50,2024-08-02,August,Cancelled,App,SKU2272,Electronics,S,3,INR,2409,Indore,Madhya Pradesh,732676,India,No
2273,ORD02273,CUST02273,Male,38,36-50,2024-04-21,April,Cancelled,App,SKU2273,Clothing,L,2,INR,843,Bhopal,Madhya Pradesh,173711,India,Yes
2274,ORD02274,CUST02274,Female,45,36-50,2024-03-24,March,Shipped,Retail,SKU2274,Electronics,XL,2,INR,2003,Indore,Rajasthan,366546,India,No
2275,ORD02275,CUST02275,Female,33,26-35,2024-09-21,September,Delivered,Retail,SKU2275,Home,XL,3,INR,4967,Mumbai,Madhya Pradesh,845716,India,No
2276,ORD02276,CUST02276,Female,60,50+,2024-03-05,March,Returned,Retail,SKU2276,Electronics,L,2,INR,2782,Indore,Delhi,995505,India,No
2277,ORD02277,CUST02277,Female,47,36-50,2024-08-03,August,Delivered,App,SKU2277,Clothing,S,4,INR,278,Mumbai,Rajasthan,138371,India,No
2278,ORD02278,CUST02278,Female,31,26-35,2024-03-20,March,Returned,Online,SKU2278,Home,S,4,INR,3883,Delhi,Maharashtra,695232,India,Yes
2279,ORD02279,CUST02279,Male,44,36-50,2024-10-27,October,Returned,Online,SKU2279,Home,S,4,INR,516,Indore,Rajasthan,646128,India,No
2280,ORD02280,CUST02280,Female,51,50+,2024-02-28,February,Cancelled,Retail,SKU2280,Beauty,S,3,INR,237,Bhopal,Rajasthan,352738,India,No
2281,ORD02281,CUST02281,Female,19,18-25,2024-04-29,April,Delivered,Retail,SKU2281,Clothing,XL,5,INR,4072,Indore,Madhya Pradesh,111524,India,No
2282,ORD02282,CUST02282,Male,23,18-25,2024-11-24,November,Shipped,Retail,SKU2282,Beauty,XL,1,INR,2789,Delhi,Delhi,560795,India,Yes
2283,ORD02283,CUST02283,Female,33,26-35,2024-06-15,June,Shipped,Retail,SKU2283,Home,L,1,INR,4107,Mumbai,Madhya Pradesh,237597,India,Yes
2284,ORD02284,CUST02284,Female,41,36-50,2024-10-21,October,Cancelled,App,SKU2284,Home,S,5,INR,4495,Jaipur,Maharashtra,531762,India,Yes
2285,ORD02285,CUST02285,Female,59,50+,2024-02-02,February,Delivered,Retail,SKU2285,Clothing,M,3,INR,4466,Jaipur,Delhi,784570,India,No
2286,ORD02286,CUST02286,Female,21,18-25,2024-09-25,September,Cancelled,Online,SKU2286,Home,XL,1,INR,3857,Mumbai,Madhya Pradesh,831911,India,No
2287,ORD02287,CUST02287,Female,34,26-35,2024-09-10,September,Shipped,Retail,SKU2287,Electronics,S,4,INR,1527,Jaipur,Maharashtra,574541,India,No
2288,ORD02288,CUST02288,Female,56,50+,2024-07-08,July,Cancelled,App,SKU2288,Electronics,XL,2,INR,2769,Indore,Delhi,798578,India,No
2289,ORD02289,CUST02289,Female,24,18-25,2024-10-29,October,Delivered,App,SKU2289,Clothing,S,5,INR,4498,Jaipur,Delhi,892752,India,Yes
2290,ORD02290,CUST02290,Male,41,36-50,2024-09-22,September,Cancelled,Online,SKU2290,Beauty,M,1,INR,4852,Jaipur,Rajasthan,647852,India,No
2291,ORD02291,CUST02291,Male,24,18-25,2024-04-09,April,Shipped,Online,SKU2291,Electronics,M,4,INR,2130,Indore,Maharashtra,410518,India,Yes
2292,ORD02292,CUST02292,Male,30,26-35,2024-05-02,May,Cancelled,Retail,SKU2292,Electronics,XL,3,INR,4828,Indore,Rajasthan,964400,India,No
2293,ORD02293,CUST02293,Female,27,26-35,2024-08-19,August,Delivered,Retail,SKU2293,Beauty,S,2,INR,3633,Bhopal,Maharashtra,887929,India,Yes
2294,ORD02294,CUST02294,Female,35,26-35,2024-11-26,November,Cancelled,Retail,SKU2294,Beauty,M,5,INR,1875,Indore,Maharashtra,499387,India,Yes
2295,ORD02295,CUST02295,Female,52,50+,2024-01-18,January,Cancelled,App,SKU2295,Clothing,S,2,INR,3923,Delhi,Madhya Pradesh,226519,India,No
2296,ORD02296,CUST02296,Male,57,50+,2024-04-11,April,Returned,Retail,SKU2296,Home,M,5,INR,193,Jaipur,Delhi,520525,India,Yes
2297,ORD02297,CUST02297,Male,45,36-50,2024-08-04,August,Cancelled,Online,SKU2297,Clothing,M,1,INR,2022,Jaipur,Madhya Pradesh,536881,India,No
2298,ORD02298,CUST02298,Male,56,50+,2024-08-23,August,Shipped,App,SKU2298,Clothing,L,4,INR,1123,Indore,Delhi,929036,India,No
2299,ORD02299,CUST02299,Male,57,50+,2024-04-08,April,Delivered,Retail,SKU2299,Clothing,L,3,INR,4096,Delhi,Maharashtra,123902,India,No
2300,ORD02300,CUST02300,Male,20,18-25,2024-10-07,October,Delivered,Retail,SKU2300,Beauty,L,5,INR,3376,Bhopal,Delhi,552722,India,No
